1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.016043419484049082e+00,2.020086729433387518e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.013457388617098331e+00,2.017665260471403599e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.016509080305695534e+00,2.020588380750268698e+00
